ticket_id,date_raised,date_resolved,department,region,agent_name,customer_name,customer_email,priority,status,response_time_minutes,customer_satisfaction_score,revenue_impact
3EC48B26,5/17/2024,5/19/2024,Customer Support,Europe,Susan Reynolds,Bryan Sanchez,haynesjeff@example.org,High,Resolved,3758,1.45,24975.12
250BA20B,5/17/2024,5/19/2024,Technical Support,North America,Rodney Shelton,Jesse Palmer,uhughes@example.com,Low,Resolved,2973,1.08,21866.47
319C236A,5/18/2024,5/18/2024,Billing,Africa,Lindsey Savage,Samuel Brady,rodriguezdavid@example.net,Critical,Resolved,193,1.55,40304.71
754C5E2E,5/18/2024,5/20/2024,Operations,Middle East,Derek Williams,Katherine Davenport,jessicaallen@example.org,Critical,Resolved,3616,3.23,36009.6
B24A8D9B,5/19/2024,,Billing,Europe,Benjamin York,George Jones,qmaldonado@example.org,High,Unresolved,,,14763.95
71A4D4C6,5/19/2024,5/21/2024,Customer Support,Asia Pacific,Samantha Higgins,Gerald Humphrey,parkeremily@example.org,Low,Resolved,3820,4.23,37387.44
EF0A18FE,5/19/2024,5/19/2024,Sales,North America,Valerie Frank,Jeffrey Smith,inguyen@example.com,Critical,Resolved,1418,2.22,20014.06
825568B2,5/20/2024,5/21/2024,Technical Support,Asia Pacific,Frederick Romero,Jason Hill,tcarroll@example.org,Medium,Resolved,2017,1.03,40038.53
8F31CB69,5/20/2024,5/20/2024,Billing,Middle East,Natasha Phillips,Jamie Ferguson,williamlong@example.com,Low,Resolved,111,1.37,42654.19
AF45A357,5/20/2024,,Billing,Africa,Diane Hayes,Victoria Peck,igraham@example.org,Critical,Unresolved,,,45703.99
6D867BC9,5/21/2024,5/23/2024,Customer Support,Asia Pacific,Alexandra Garcia,Benjamin Lucas,harmonbenjamin@example.org,High,Resolved,4236,3.88,8252.61
21FE5802,5/21/2024,5/21/2024,Sales,Africa,Wesley Henry,Kimberly Williams,charlesschmidt@example.net,Medium,Resolved,354,3.6,36454.87
84E228A7,5/23/2024,5/24/2024,Technical Support,Asia Pacific,Miguel Smith,Lori Taylor,cynthiaweaver@example.com,High,Resolved,1740,2.69,25094.89
14785B9E,5/24/2024,,Billing,Europe,Lindsey Perkins,Kaylee Hansen,washingtonmichael@example.net,High,Unresolved,,,27528.89
67C03B34,5/25/2024,5/27/2024,Operations,North America,Danielle Smith,Amber Bowers,tony28@example.org,Medium,Resolved,2918,2.36,11011.67
25D2FEB5,5/25/2024,,Sales,Asia Pacific,Jeffrey Martin,Cody Gibbs,etorres@example.com,High,Unresolved,,,39117
194B9245,5/26/2024,5/27/2024,Sales,Africa,Wendy Bell,Lauren Jones,hollandjennifer@example.org,High,Resolved,2180,1.21,49143.67
EF8386E1,5/27/2024,5/29/2024,Customer Support,Africa,Jessica Mann,Terri Burns,michael01@example.net,Medium,Resolved,3149,3.71,4044.77
9BD15B3E,5/27/2024,5/27/2024,Customer Support,North America,Ashley Powell,Michelle Cooper MD,bennettcassandra@example.org,Low,Resolved,1053,2.64,17210.5
5B03379C,5/29/2024,,Operations,Middle East,Richard Romero,Frank Hicks,phyllispope@example.org,Medium,Unresolved,,,10131.16
931A0732,5/30/2024,5/30/2024,Sales,Asia Pacific,Brandi Reyes,Carl Huffman,bwilliams@example.org,High,Resolved,845,3.07,9770.66
BE4F123C,5/30/2024,5/30/2024,Technical Support,Middle East,Mary Mercado,Daniel Shannon,jessicaward@example.org,Medium,Resolved,562,4.02,31716.43
58BD73A9,5/30/2024,5/30/2024,Billing,Asia Pacific,James Kelley,Kelly White,daniel66@example.com,Low,Resolved,57,1.58,24169
E0508092,6/5/2024,6/5/2024,Technical Support,Asia Pacific,Nathan Navarro,Michelle Brown,megan49@example.net,High,Resolved,738,1.33,10215.69
860BC945,6/5/2024,,Operations,North America,Rick Hoover,Todd Chapman,bryan40@example.com,Medium,Unresolved,,,8309.38
365EE9A5,6/8/2024,,Billing,Africa,Amy Pham,Brittany Young,chapmansusan@example.org,Medium,Unresolved,,,30104.56
C5563049,6/9/2024,6/9/2024,Customer Support,Europe,Jack Thompson,Kiara Rogers,jared54@example.com,Critical,Resolved,367,3.65,48039.3
9DD774BC,6/9/2024,6/11/2024,Operations,North America,Dr. Erika Ross,Paul Schmidt,matthewrobinson@example.org,Critical,Resolved,3042,4.22,36410.46
A1A1C66D,6/10/2024,6/10/2024,Operations,Europe,Amanda Tran,Tracey Russell,anthony06@example.net,Medium,Resolved,1237,2.39,7653.62
FE506943,6/12/2024,6/12/2024,Billing,Middle East,Michael Goodwin,Christine Freeman,jose62@example.org,High,Resolved,152,3.2,12900.91
43935318,6/12/2024,,Billing,North America,Michelle Bradley,Danny Walker,sabrinahicks@example.net,Critical,Unresolved,,,7629.25
8607ACA1,6/12/2024,,Customer Support,Middle East,Deborah Mendoza,Jeffrey Harper,smithbrenda@example.net,High,Unresolved,,,25882.08
15EF4400,6/14/2024,6/16/2024,Sales,North America,Kathy Maldonado,George Perez,michelleaustin@example.net,High,Resolved,2917,2.52,22995.44
B061ED9E,6/15/2024,6/16/2024,Operations,Asia Pacific,Julie Moyer,Sean James,bryancoleman@example.com,Medium,Resolved,1839,1.14,24857.92
F013E157,6/15/2024,6/16/2024,Technical Support,North America,Eric Durham,Martha Deleon,kathrynyates@example.org,Critical,Resolved,1739,4.76,25103.79
19F99AF7,6/16/2024,6/16/2024,Billing,Asia Pacific,Mark Jensen,Wanda Patton,vincent94@example.com,Critical,Resolved,1096,2.7,18899.3
42253780,6/16/2024,6/16/2024,Sales,North America,Antonio Guzman,Alyssa Edwards,alyssashea@example.org,Critical,Resolved,379,3.23,29216.83
0854D2C0,6/16/2024,6/17/2024,Billing,Africa,Gregory Waters,Elizabeth Serrano,cmartin@example.com,Medium,Resolved,1945,2.08,3792.8
C589E9D0,6/18/2024,6/19/2024,Operations,Asia Pacific,Carly Phillips,Robert Becker,adrianakelley@example.org,Medium,Resolved,2184,1.46,17416.27
C7E2529C,6/19/2024,6/21/2024,Billing,Africa,Deborah Davis,Nicole Jackson,marybryant@example.com,High,Resolved,3394,1.33,44647.72
BAC192E0,6/19/2024,6/21/2024,Billing,Europe,Julie Huang,Kimberly Crawford,udavis@example.org,Low,Resolved,3554,3.05,46604.11
790F369F,6/19/2024,6/20/2024,Sales,Africa,Mary Anderson,Kristen Hayes,dawnbaker@example.net,Critical,Resolved,2220,2.3,25393.79
0F32A1D5,6/20/2024,,Billing,Africa,Sabrina Thomas,Sarah Martinez,qbaker@example.org,Low,Unresolved,,,8753.34
FD1DFD83,6/21/2024,6/22/2024,Operations,Middle East,Brooke Garcia,Shawn Taylor,qbridges@example.org,Medium,Resolved,1785,3.76,21076.84
C3836E55,6/22/2024,6/24/2024,Billing,Europe,Julian Castaneda,Brenda Medina,yharmon@example.net,Medium,Resolved,2963,3.99,4731.45
E7988548,6/22/2024,6/23/2024,Operations,Middle East,Renee Snow,Kathleen Daugherty,stephaniemorris@example.net,Critical,Resolved,2599,1.44,23540.19
09CBBC5D,6/22/2024,,Technical Support,Africa,Jennifer Snyder,Katherine Jacobs,michaelthompson@example.com,Critical,Unresolved,,,14698.86
DD117B1C,6/23/2024,6/23/2024,Customer Support,Middle East,Christopher Maldonado,Jessica Donaldson,apalmer@example.com,Critical,Resolved,543,2.14,19920.88
EC236C41,6/24/2024,6/24/2024,Customer Support,Africa,Adam Anderson,Ashley Sanchez,rebecca38@example.com,Medium,Resolved,643,2.88,14969.12
51393DD8,6/25/2024,6/25/2024,Sales,Africa,Ann Daniels,Jake Green,phillipsalexandria@example.net,Medium,Resolved,688,2.13,32186.61
D9C3995E,6/26/2024,6/26/2024,Billing,North America,Mary Whitehead,Joel Wiggins,rachel16@example.org,Critical,Resolved,1401,1.41,10714.96
EC2395F9,6/27/2024,6/28/2024,Customer Support,Middle East,Sabrina Smith,Brett Davidson,evan89@example.net,Low,Resolved,2199,1.94,46950.59
2CEA284F,6/29/2024,6/29/2024,Sales,Europe,Elizabeth Greer,Richard Baker,joelsloan@example.com,Low,Resolved,1118,2.43,20442.3
2CD9AD37,7/1/2024,7/3/2024,Customer Support,Africa,Miranda Morris,Thomas Meyer,thardy@example.net,Low,Resolved,2980,1.75,29266
8F90946A,7/4/2024,7/4/2024,Technical Support,Asia Pacific,Arthur Griffin,James Smith,smorris@example.org,Low,Resolved,517,4.94,10469.62
6F4FD023,7/4/2024,7/4/2024,Operations,Europe,Michael Walker,Megan Lucas,schultzjennifer@example.com,High,Resolved,586,4.73,3388.69
544B21C9,7/5/2024,7/6/2024,Technical Support,North America,Kevin Goodman,Matthew Santiago,zdunn@example.org,High,Resolved,2567,1.15,41496.87
D60AD14C,7/6/2024,,Billing,Middle East,Amanda Wilson,Kathy Adams,julie04@example.org,Medium,Unresolved,,,48227.48
305F3344,7/6/2024,,Technical Support,Europe,Jennifer Bowen,Lance Ramos,darrylalvarado@example.org,High,Unresolved,,,39429.79
C772F63C,7/7/2024,,Operations,North America,James Miles,Paul Rodriguez,shannonpatel@example.net,Low,Unresolved,,,16460.3
2FD92DD7,7/8/2024,7/9/2024,Billing,Middle East,Dr. Christopher Gill Jr.,Ryan Irwin,jackbowman@example.net,Medium,Resolved,2712,3.1,40290.56
8BDEFFD6,7/9/2024,7/11/2024,Customer Support,Europe,Tammy Lynch,Madeline Zimmerman,ufields@example.net,Critical,Resolved,3764,4.98,29651.96
C48C932F,7/9/2024,7/10/2024,Sales,Middle East,Teresa Anderson,Brandon Haley,ymarshall@example.com,High,Resolved,1821,2.91,34841.6
5162D4DC,7/9/2024,7/9/2024,Billing,Asia Pacific,Ryan Erickson,Mercedes Chavez,stephanie32@example.org,Medium,Resolved,1074,2.89,19765.22
6F74ADF4,7/9/2024,7/9/2024,Customer Support,North America,Christopher Solomon,Kimberly Young,vdavenport@example.net,Low,Resolved,428,1.38,43960.93
DDF7E770,7/10/2024,7/12/2024,Sales,Middle East,Sarah Burns,Brittany Richardson,vasquezheather@example.net,Low,Resolved,4240,1.63,32569.3
722052B4,7/10/2024,7/10/2024,Billing,North America,Randy Smith,Patrick Sanchez,natalie43@example.net,Medium,Resolved,1028,1.6,3046.08
69CD40CB,7/10/2024,7/11/2024,Technical Support,Europe,Michelle Zimmerman,Peggy Barton,hsmith@example.com,Medium,Resolved,2365,3.27,14693.7
A74BA005,7/11/2024,7/11/2024,Operations,North America,Amanda Collins,Nicole Mccann,youngcheryl@example.net,Medium,Resolved,1075,3.75,29959.53
0E6452BB,7/11/2024,7/12/2024,Customer Support,Europe,Gary Houston,David Todd,john77@example.org,Low,Resolved,1896,3.66,14141.28
2912F740,7/13/2024,,Operations,Europe,Kelly Cochran,Ryan Jones,james78@example.com,Critical,Unresolved,,,15607.07
A6F320CA,7/14/2024,7/15/2024,Technical Support,Middle East,Gary Armstrong,Robert Taylor,david26@example.net,Low,Resolved,1783,1.24,39757.88
1FDC8D28,7/15/2024,7/16/2024,Customer Support,Europe,Kirk Beasley,Benjamin Grant,meganperez@example.com,Low,Resolved,2272,1.66,31116.8
2B417811,7/15/2024,7/15/2024,Sales,Asia Pacific,Evelyn Stephens,Terry Mitchell,marisacase@example.com,High,Resolved,1179,3.76,28392.73
5744C898,7/18/2024,7/20/2024,Technical Support,Middle East,Vincent Banks MD,Brandy Vega,vgonzalez@example.com,High,Resolved,3244,4.47,36909.8
F76CB38F,7/19/2024,7/19/2024,Technical Support,Africa,Ronald Mccormick,Amanda Taylor,daniel64@example.com,High,Resolved,751,3,32653.06
182685A3,7/19/2024,7/20/2024,Technical Support,Europe,Rebecca Wallace,Stacey Wood,pstone@example.org,Low,Resolved,1831,3.88,13423.66
B7BF1652,7/20/2024,7/22/2024,Operations,Middle East,Jillian Neal,Morgan Coleman,zhill@example.com,High,Resolved,3195,1.41,9230.11
5FA5B424,7/22/2024,7/22/2024,Technical Support,Europe,Emily Brown,Hannah Taylor,washingtoncurtis@example.com,Low,Resolved,544,4.68,47548.03
1DC7F2AF,7/23/2024,,Customer Support,North America,Kyle Rivera,Cole Graham,thomas79@example.com,Low,Unresolved,,,11996.32
9769420E,7/24/2024,7/24/2024,Sales,North America,Leslie Welch,Destiny Rogers,mark82@example.net,Low,Resolved,231,4.24,1161.75
6C0CB764,7/25/2024,,Customer Support,Europe,Amy Myers,Jessica Singh,judithramirez@example.com,High,Unresolved,,,37751.95
A58FB809,7/25/2024,7/26/2024,Customer Support,North America,Adam Bradley,Cathy Brown,cindy71@example.com,Low,Resolved,2501,3.6,32523.31
C1314275,7/25/2024,7/26/2024,Billing,Europe,Suzanne Walsh,Michelle Moon,oscarkelly@example.com,Medium,Resolved,1701,1.47,3667.66
6588A29E,7/25/2024,,Customer Support,Europe,Lee Cook,Andrea Jackson,kbradford@example.org,Medium,Unresolved,,,27824.29
2675B13D,7/27/2024,7/29/2024,Operations,Asia Pacific,Jennifer Brown,Crystal Ferguson,vcarpenter@example.org,Medium,Resolved,3464,2.03,34592.61
8016CC59,7/28/2024,7/29/2024,Customer Support,Middle East,Nicholas James,Oscar Watson,cohenangela@example.net,Low,Resolved,2117,2.54,32108.41
6C944649,7/28/2024,,Operations,Africa,Tina Savage,Jason Gray,thomas85@example.net,Medium,Unresolved,,,3675.83
428F74A9,7/31/2024,8/2/2024,Customer Support,Middle East,Joann Marshall,Kevin Chan,dmaldonado@example.com,High,Resolved,3271,2.74,17812.47
7.93E+12,7/31/2024,,Operations,Middle East,Rebecca Gutierrez,Sarah Spence,bradleywelch@example.com,Critical,Unresolved,,,35071.85
4D3E5C47,8/2/2024,8/4/2024,Technical Support,North America,John Hunter,Matthew Khan,phamalan@example.org,Low,Resolved,3093,3.68,4562.08
EC643DDA,8/2/2024,,Billing,Asia Pacific,Rachel Flores,Jessica English,jeremyeaton@example.org,Medium,Unresolved,,,17775.02
897C85F3,8/3/2024,8/5/2024,Technical Support,North America,Michael Ramirez,Catherine Foster,hzavala@example.com,Low,Resolved,3056,2.8,21022.79
8397425F,8/3/2024,8/4/2024,Sales,Africa,Ryan Richardson,Matthew Jones,brittanystewart@example.net,High,Resolved,1870,2.86,31390.49
4FA23FA1,8/4/2024,,Sales,Europe,Adam Chase,Laurie Romero,ryan23@example.org,High,Unresolved,,,19999.39
265ABEAC,8/4/2024,8/5/2024,Technical Support,Europe,Jeff Frederick,Amanda Brown,christopher02@example.com,Critical,Resolved,1949,3.46,46478.52
AF69FC3A,8/5/2024,8/6/2024,Technical Support,Africa,Ethan Murphy,Erik Butler,isimon@example.net,Medium,Resolved,1955,2.15,4705.69
41E79B71,8/6/2024,,Operations,Africa,Patricia Warren,Jessica Hood,john84@example.org,Critical,Unresolved,,,46454.05
D20E9B4A,8/7/2024,8/9/2024,Operations,North America,James Reese,Matthew Black,odomwilliam@example.com,Low,Resolved,2883,1.33,18693.67
DE00B841,8/8/2024,8/8/2024,Technical Support,Europe,Christina Potts,Timothy Taylor,longscott@example.com,High,Resolved,375,2.64,11949.11
2CE775D7,8/9/2024,8/11/2024,Customer Support,Middle East,Kelly Reed,Christopher Murphy,carla76@example.org,Medium,Resolved,3511,4.67,34504.85
D70432D5,8/10/2024,,Billing,Asia Pacific,Marcus Williams,Christopher Carney,mwilcox@example.org,High,Unresolved,,,33074.68
BFDC8EEE,8/10/2024,,Sales,North America,Robert Miller,Wesley Peters,tinarussell@example.com,Critical,Unresolved,,,11123.43
4B5B0DD3,8/12/2024,,Customer Support,Middle East,Christina Gibson,Jonathan Woods,herickson@example.org,Low,Unresolved,,,17294.32
6F4EA1C7,8/13/2024,8/15/2024,Operations,Europe,Darren Marshall,Scott Sanders,mary63@example.org,Medium,Resolved,3117,2.54,19641.82
B8D60763,8/13/2024,,Sales,Africa,Shelia Strong,James Frank,kevinandrews@example.com,Critical,Unresolved,,,37222.54
B4A05BA2,8/13/2024,8/14/2024,Sales,North America,Theresa Thomas,Brittney Santos,ugutierrez@example.org,Low,Resolved,1539,4.16,30778.18
7DFAB502,8/13/2024,8/15/2024,Technical Support,Middle East,Kevin Lucas,Sandra Moran,srobinson@example.net,Medium,Resolved,4160,3.41,7197.01
CFE7334C,8/15/2024,8/16/2024,Technical Support,North America,Roger House,Tracy Taylor DDS,cherrythomas@example.net,High,Resolved,1958,2.36,536.82
7C875E07,8/15/2024,8/15/2024,Operations,Europe,Thomas Johnson,Melanie Walker,julie84@example.net,Medium,Resolved,811,1.14,20546.49
B57C1A52,8/15/2024,,Billing,Africa,Alexis Cooley,Carly Mathews,torresphilip@example.org,High,Unresolved,,,49164.89
F9A02B47,8/16/2024,8/16/2024,Sales,Asia Pacific,Monica Burns,Dr. Angela Phillips MD,emccormick@example.org,Low,Resolved,823,3.33,39204.25
A9AEED57,8/16/2024,8/17/2024,Technical Support,North America,Valerie Esparza,Clayton Edwards,crystal93@example.com,High,Resolved,1874,2.37,3110.05
F0E2DD0B,8/17/2024,8/18/2024,Billing,Europe,Brandon Campbell,Debbie Young,sanfordsamuel@example.net,Medium,Resolved,2289,2.31,23415.4
C204B33F,8/18/2024,8/19/2024,Customer Support,Middle East,Julie Fowler,Anthony Sherman,arusso@example.org,Medium,Resolved,2030,2.25,24184.55
73D3375E,8/19/2024,8/19/2024,Operations,Asia Pacific,Stephanie Lewis,Katherine Garcia,susanevans@example.net,Critical,Resolved,227,4,33337.23
EDEFD7ED,8/21/2024,8/23/2024,Technical Support,North America,Adam Deleon,Kristine Taylor,rdavis@example.com,Critical,Resolved,3345,3.76,32953.1
11A10ECD,8/23/2024,,Sales,Africa,Richard Stone,Hailey Green,mark79@example.net,Critical,Unresolved,,,30651.61
269D7812,8/24/2024,8/24/2024,Operations,North America,Tara Johnson,Douglas James,emills@example.net,Critical,Resolved,632,1.05,2103.22
85D23390,8/24/2024,8/26/2024,Billing,Africa,Sarah Lopez,Terri Jacobs,sherry58@example.net,Low,Resolved,3953,1.44,30782.26
962FB904,8/25/2024,8/27/2024,Technical Support,Asia Pacific,Alyssa Spencer,Jenna Hill,rmeza@example.net,Low,Resolved,4068,3.72,2809.85
0DAFEACF,8/26/2024,8/26/2024,Customer Support,Middle East,Brian Campos,Jeffery Contreras,walshjennifer@example.net,Low,Resolved,63,2.32,13619.48
9D879BF2,8/27/2024,8/27/2024,Operations,North America,David Rocha,Jill Houston,mary30@example.org,High,Resolved,1098,2.87,1232.44
3F9CBAEE,8/27/2024,8/27/2024,Technical Support,Middle East,Frank Oneal,Joseph Sandoval Jr.,calderonemma@example.net,Critical,Resolved,380,4.22,31630.38
CB9D3035,8/28/2024,,Billing,North America,Richard Ray,Sharon Frederick,fbrown@example.net,High,Unresolved,,,11039.86
CA7A1CB3,8/28/2024,8/30/2024,Operations,North America,Dale Young,Amanda Clark,julian95@example.org,Low,Resolved,3375,1.53,10291.97
21854693,8/29/2024,,Billing,Middle East,Amanda Schmidt,Patricia Sloan,espinozarebecca@example.org,Low,Unresolved,,,48230.08
B6CDC716,8/30/2024,,Operations,North America,Steven Hale,Richard Lewis,watsoncody@example.com,Low,Unresolved,,,35164.91
29F9A2E5,8/30/2024,8/30/2024,Billing,Africa,Brent Hall,Tamara Smith,ywatson@example.org,High,Resolved,786,1.32,30193.69
0A930627,9/1/2024,9/2/2024,Billing,Africa,Denise Lin,Sarah Smith,brian53@example.net,Critical,Resolved,1567,4.25,32110.75
79EB7D24,9/1/2024,9/2/2024,Sales,Asia Pacific,Priscilla Mcdaniel,Tristan Thomas,loriblack@example.net,High,Resolved,2428,4.29,46506.96
8.74E+13,9/2/2024,9/2/2024,Technical Support,Asia Pacific,John Bolton,Susan Moore,russelljulie@example.org,Critical,Resolved,1197,1.75,34696.11
7A515799,9/2/2024,,Operations,Middle East,Rebecca Morales,Shirley Wright,wrightphyllis@example.com,Critical,Unresolved,,,25695.57
D9971AB5,9/2/2024,9/4/2024,Technical Support,Europe,Michelle Li,Stacey Glover,rebeccashelton@example.com,High,Resolved,3190,1.93,7563.65
6323C72F,9/3/2024,9/5/2024,Customer Support,Middle East,Julie Yang,Troy Morgan,whall@example.com,Low,Resolved,3919,3.77,45044.75
8192255,9/3/2024,9/3/2024,Technical Support,Asia Pacific,Jacob Allen,Trevor Miller,lynnstanley@example.com,Critical,Resolved,1181,2.82,12287.26
EF8ACFCE,9/3/2024,9/3/2024,Customer Support,North America,Kristine Wright,Carla Preston,anthony84@example.com,High,Resolved,590,3.26,33624.24
A7C2AE31,9/3/2024,9/5/2024,Technical Support,Middle East,Elizabeth Martinez,Stephanie Rodriguez,patrick22@example.com,Medium,Resolved,3453,4.42,46522.93
F25C6BCE,9/4/2024,9/4/2024,Technical Support,Africa,Joshua Lee,Christina Schmitt,jessica36@example.com,Medium,Resolved,1372,1.03,32594.9
CEF8EE92,9/5/2024,9/7/2024,Sales,Africa,Joshua Wagner,Mark Lewis,williamseric@example.com,High,Resolved,3813,4.59,24503.34
7A58D909,9/5/2024,9/5/2024,Customer Support,Asia Pacific,Erika Baker,Nathan Schmidt DVM,chad66@example.org,Low,Resolved,682,3.67,36383.76
FCF54E45,9/6/2024,,Billing,Africa,Robert Carlson,Christopher Dunn,frodriguez@example.net,Low,Unresolved,,,41738.58
D707E8EB,9/6/2024,9/8/2024,Customer Support,North America,Amanda Scott,William Gallegos,thomas77@example.net,High,Resolved,4226,4.07,10931.14
E99F1F3D,9/6/2024,9/6/2024,Technical Support,Europe,David Montes,Kristin Brooks,jeremymorris@example.com,Low,Resolved,1309,2.88,6143.28
D772C809,9/6/2024,9/8/2024,Technical Support,Africa,Jodi Andrade,Matthew Pacheco,maria75@example.org,Low,Resolved,3520,2.28,26210.86
6BA09767,9/7/2024,,Billing,North America,Jennifer Fitzgerald,Melinda Andrews,theodoresnyder@example.org,Medium,Unresolved,,,44758.03
1C3D9B53,9/8/2024,9/8/2024,Customer Support,Africa,Kevin Evans,Jill Ferguson,ubrady@example.com,Critical,Resolved,760,4.33,42884.29
F18649C7,9/8/2024,9/9/2024,Billing,North America,Sandra Anderson,Lisa Johnson,eward@example.org,Critical,Resolved,2268,3.23,21094.29
2F4C35ED,9/9/2024,9/10/2024,Sales,Asia Pacific,William Simon,Jonathan Villanueva,carol24@example.net,Low,Resolved,2228,3.08,37453.14
35F23118,9/9/2024,9/10/2024,Billing,Europe,Christina Allen,James Perkins DDS,mauricejones@example.org,Medium,Resolved,2863,3.7,11506.84
85D7A79C,9/9/2024,9/11/2024,Operations,Europe,Dawn Hogan,Kelly Serrano,daniel29@example.org,Medium,Resolved,3495,2.69,22381.69
078638FD,9/10/2024,,Customer Support,Middle East,Laurie Morgan,Stacy Lucas,paullee@example.net,Low,Unresolved,,,32326.56
2BB917AD,9/10/2024,9/10/2024,Billing,North America,Kimberly Moore,Susan Romero,yrogers@example.com,Low,Resolved,954,3.95,21193.98
A592CB39,9/11/2024,,Billing,Middle East,Paul Mcclure DVM,Andrew Mack,gonzalesphillip@example.com,High,Unresolved,,,42055.5
ED220ADE,9/11/2024,9/11/2024,Operations,Africa,Kelly Shields,Sarah Torres,ecoleman@example.net,Critical,Resolved,725,2.69,9325.64
4E65F856,9/11/2024,9/12/2024,Sales,Asia Pacific,Derrick Martinez,Cynthia Sanders,wilsonmarilyn@example.org,High,Resolved,1849,2.7,11590.24
19FDDCF4,9/11/2024,9/12/2024,Technical Support,Africa,Tristan Gill,Nancy Francis,jeffreylove@example.net,Low,Resolved,1543,1.4,9636.63
E6A3814D,9/12/2024,9/14/2024,Customer Support,Middle East,Karen Bonilla,Christopher Brown,lydia65@example.com,Medium,Resolved,3800,3.97,25808.91
EA42CDE2,9/13/2024,,Operations,Asia Pacific,Patrick Diaz,Johnny Pearson,shannonwilliams@example.com,Critical,Unresolved,,,7450.69
4AAA5109,9/13/2024,9/15/2024,Operations,Middle East,Bailey Frey,Stephanie Taylor,joshuagoodwin@example.com,Critical,Resolved,3319,2.37,394.99
EE803956,9/14/2024,9/14/2024,Customer Support,Africa,Diana Anderson,Mary Young,ocox@example.net,Medium,Resolved,1385,3.77,18431.62
400F6633,9/15/2024,,Operations,Asia Pacific,Stephen Bates,Jordan Fisher,victoriamclaughlin@example.org,Medium,Unresolved,,,592.22
EE3320B2,9/17/2024,,Billing,Asia Pacific,Karla Meza,William Brown,cummingsamy@example.org,High,Unresolved,,,7762.41
66F77839,9/19/2024,9/21/2024,Customer Support,Africa,Chad Martinez,Mitchell Thornton,cbrock@example.net,Low,Resolved,3879,3.66,10833.92
198C2DA5,9/20/2024,9/20/2024,Operations,Europe,Gary Mcpherson,Colleen Stone,davesmith@example.com,High,Resolved,1307,3.6,13519.5
B3E3CE73,9/20/2024,9/22/2024,Sales,Asia Pacific,William Mcclure,Jason Coleman,keithjackson@example.org,High,Resolved,3169,1.62,9564.18
3350DDC7,9/21/2024,,Customer Support,Asia Pacific,Michael Hall,Daniel Barnes,robertmclaughlin@example.net,Critical,Unresolved,,,3574.72
CDF640C4,9/21/2024,9/21/2024,Billing,North America,Natalie Johns,Maria Mejia,anthonyalexander@example.org,Critical,Resolved,448,2.87,25307.52
91FD1E18,9/21/2024,9/23/2024,Technical Support,Middle East,Melanie Hoover,Katie Owens,tammymiller@example.net,High,Resolved,3365,1.69,25062.49
35285151,9/21/2024,9/22/2024,Billing,Europe,James Spence,Christopher Boyd,jennifer75@example.net,High,Resolved,2612,2.83,21154.57
9453CDD3,9/22/2024,9/23/2024,Sales,North America,Katie Goodman,Erica Graves,washingtonregina@example.net,Critical,Resolved,1917,4.43,45258.23
D2F75EFC,9/24/2024,9/25/2024,Operations,Asia Pacific,Michael Martin,Dana Jimenez,emaynard@example.net,High,Resolved,1727,4.55,38498.38
17719D15,9/24/2024,,Sales,Asia Pacific,Anne Palmer,Elizabeth Davis,wvega@example.com,Medium,Unresolved,,,41405.78
2D06A7DB,9/24/2024,,Billing,Middle East,Sydney Contreras,Robert Padilla,perrycaroline@example.org,Low,Unresolved,,,27150.12
E9534C4E,9/26/2024,,Operations,Europe,Kelly Sullivan,Christine Austin,ryanmurphy@example.org,High,Unresolved,,,18816.04
0A290294,9/27/2024,9/28/2024,Sales,Africa,Lacey Brown,Erin Liu,nduffy@example.net,High,Resolved,2030,3.22,13410.92
AC641945,9/27/2024,9/28/2024,Billing,Asia Pacific,Daniel Mayer,Jessica Oliver,lmiller@example.net,Low,Resolved,1873,3.37,46673.51
24F3A0FA,9/27/2024,,Operations,Africa,Savannah Hart,Robert Nguyen,grimessusan@example.net,Low,Unresolved,,,13957.34
2675798,9/29/2024,,Sales,North America,Lindsey Robinson,Christine Walker,matthew64@example.net,Low,Unresolved,,,38530.41
2CDA8CDA,9/29/2024,9/30/2024,Technical Support,Asia Pacific,Gabriel Herrera,Jason Davis,hensleysusan@example.org,High,Resolved,1503,4.89,29142.89
C950EC37,9/30/2024,9/30/2024,Technical Support,Africa,Justin Fox,Kristin Leblanc,elizabethreyes@example.com,Low,Resolved,1379,2.72,43246.23
9F3A23F3,10/1/2024,,Billing,North America,Brenda Moyer,Tara Savage,bonniefrazier@example.net,Critical,Unresolved,,,31012.9
659A4041,10/2/2024,10/2/2024,Billing,Africa,Cameron Guerra,Mrs. Lisa Reid,doris78@example.org,Medium,Resolved,404,4.8,41584.8
5A169BF0,10/2/2024,10/3/2024,Technical Support,Middle East,Evan Davis,Nathan Simpson,david37@example.com,Medium,Resolved,2555,1.89,26368.46
594E21E3,10/2/2024,10/4/2024,Sales,Asia Pacific,Jacqueline Gay,Tony Parker,kelly79@example.org,Medium,Resolved,3791,3.06,35298.01
BBF0742A,10/4/2024,10/6/2024,Billing,Europe,Heather Smith,Melissa Perez,teresa73@example.net,High,Resolved,3288,4.48,32033.1
F0CD26AD,10/5/2024,,Billing,Asia Pacific,Jordan Miller,Emily Luna,zirwin@example.com,Low,Unresolved,,,43450.43
